Unnamed: 0,had1,had2,z1,z2,conv,UP,DO,ST,UPb,DOb,STb
109,310.0,100.0,0.45,0.8,0.000539812004602984,-0.0025955237821917573,-0.010330693232169313,-0.002872164533645708,0.02797693999770462,-0.006547609991633147,-0.005238464594599134
110,310.0,100.0,0.6,0.15,-0.00032767031119911375,0.00011304360112985631,0.00012407390945212718,0.0010718475563962213,-0.0001776956769708588,0.001538343259846259,0.00582436469339572
111,310.0,100.0,0.6,0.222,-0.015611328613657096,-7.339840609019416e-05,-9.960592294215428e-05,-0.00070586621753408,0.00013654277993846708,-0.0010351299605000173,-0.0038356408531536722
112,310.0,100.0,0.6,0.294,-0.025426475183821698,-0.00021785138208071437,-0.00033291312035760957,-0.0020463567306994853,0.00046711425034459784,-0.003000186241364805,-0.01111979760671571
113,310.0,100.0,0.6,0.36700000000000005,-0.032264986958150485,-0.00030113688124814425,-0.0005259173537140855,-0.0028076015990416937,0.0007369480925669193,-0.004137300245046153,-0.015256363210418076
114,310.0,100.0,0.6,0.439,-0.03754241350626286,-0.00036578813626499503,-0.0007351789605762189,-0.0033756375651367064,0.0010270514779418445,-0.005020888367215422,-0.018343041540521677
115,310.0,100.0,0.6,0.511,-0.042389031230376774,-0.00042403959883900055,-0.0010063880277415111,-0.0038646573373346035,0.0014016829960727924,-0.005817952533187514,-0.02100034992226414
116,310.0,100.0,0.6,0.583,-0.046598029023752444,-0.00047650763359680516,-0.0013903895715210548,-0.004283483501580322,0.001933362983916347,-0.0065320228257405325,-0.023276229835546676
117,310.0,100.0,0.6,0.6559999999999999,-0.049589929098626646,-0.0005171652535671753,-0.0019448043275099509,-0.00458511154191416,0.002703804947024368,-0.007090097868365152,-0.024915261149444746
118,310.0,100.0,0.6,0.728,-0.049445092194815986,-0.0005259627635164237,-0.002731101952276114,-0.004607894082125896,0.0038021358515253714,-0.007212526485355628,-0.025039060305437847
119,310.0,100.0,0.6,0.8,-0.045698407407056885,-0.0004978426591374516,-0.003702245977551659,-0.004317249078512271,0.005165381035150007,-0.006827907859278286,-0.02345971025023904
120,310.0,105.0,0.25,0.15,-0.007227205601422821,0.006386037799059384,0.0009287811361930739,0.0008027437177196724,-0.00617520044878126,0.0017865864332297606,0.0003045518949885023
121,310.0,105.0,0.25,0.222,-0.023297810774614066,-0.006223567556346847,-0.0008335648579444131,-0.0008203299611927733,0.005121512283272306,-0.0018495742397824403,-0.00031122391702646454
122,310.0,105.0,0.25,0.294,-0.03944028891318008,-0.017799840985033302,-0.0020316529614639416,-0.0018332966769231888,0.012731026058720254,-0.005326373818046355,-0.0006955320418067215
123,310.0,105.0,0.25,0.36700000000000005,-0.05454799872899964,-0.026824091886045898,-0.00270926977096412,-0.0023812518502690436,0.016804270605960372,-0.008145819578190185,-0.0009034200423323257
124,310.0,105.0,0.25,0.439,-0.07006912680439421,-0.03466776945003107,-0.003062311569576807,-0.002645073054370906,0.018925624341340597,-0.010619291538354033,-0.001003510825821264
